,lotSize,age,landValue,livingArea,pctCollege,bedrooms,fireplaces,bathrooms,rooms,fuel,waterfront,newConstruction,PriceCat
1217,0.28,31,80800,1580,62,3,0,1.5,4,gas,No,No,2
1218,0.27,34,51200,1920,62,3,1,1,5,gas,No,No,1
1219,0.21,80,115000,1155,62,4,0,1.5,7,gas,No,No,2
1220,0.34,3,82400,3770,62,4,1,2.5,12,gas,No,No,2
1221,0.04,18,36000,1675,62,2,1,2.5,6,gas,No,No,2
1222,0.21,33,107000,912,62,3,0,1,4,gas,No,No,2
1223,0.17,115,55800,1510,62,3,0,1,8,gas,No,No,2
1224,0.16,35,54900,864,62,2,0,1,6,gas,No,No,1
1225,0.46,35,62600,1600,62,4,0,2,6,gas,No,No,2
1226,0.07,15,48200,1744,62,3,1,2.5,5,gas,No,No,2
1227,0.69,3,101500,3208,62,4,1,2.5,11,gas,No,No,2
1228,0.06,16,45800,1290,62,2,0,1.5,7,gas,No,No,2
1229,0.03,19,27000,1900,62,2,1,2.5,7,gas,No,No,2
1230,1,25,24700,2808,35,3,0,1,11,oil,No,No,1
1231,0.19,18,7300,1576,35,3,0,1.5,4,gas,No,No,2
1232,0.2,135,7300,1118,35,3,0,1,5,gas,No,No,1
1233,1.09,8,23000,1752,35,3,2,2,6,gas,No,No,2
1234,0.02,32,22500,1753,35,3,0,1.5,5,electric,No,No,1
1235,1,14,128500,2186,62,3,0,2.5,10,gas,No,No,2
1236,0.25,35,50000,1800,62,2,0,1,5,gas,No,No,1
1237,0.46,30,56600,2462,62,5,1,2.5,10,gas,No,No,2
1238,0.2,50,70000,1286,62,5,0,2,10,gas,No,No,2
1239,0.16,35,97000,1337,62,3,0,1,8,gas,No,No,1
1240,0.17,5,37600,1170,62,2,1,2.5,4,gas,No,No,2
1241,0.55,53,73400,1185,62,3,0,1,4,gas,No,No,2
1242,0.5,19,59000,2424,62,4,1,2.5,8,gas,No,No,2
1243,0.09,125,83000,1828,62,3,0,1.5,7,gas,No,No,2
1244,0.34,41,80000,2176,62,4,1,2.5,8,electric,No,No,2
1245,0.39,4,85400,2000,62,3,1,2.5,6,gas,No,No,2
1246,0.18,10,38400,1340,62,3,1,2.5,8,gas,No,No,2
1247,0.13,52,63000,1208,62,3,0,1,6,gas,No,No,2
1248,0.19,2,57600,2244,62,4,1,2.5,10,gas,No,No,2
1249,0.3,31,53000,1592,62,3,1,1.5,7,gas,No,No,1
1250,0.39,17,52400,1831,62,3,1,2.5,7,gas,No,No,2
1251,0.01,37,182600,1093,62,2,1,1.5,5,gas,No,No,2
1252,0.12,110,89000,1460,62,2,0,1,5,gas,No,No,2
1253,0.25,152,115000,2128,62,3,1,1.5,10,gas,No,No,2
1254,0.24,30,49100,1368,62,3,0,1,5,gas,No,No,1
1255,0.15,1,36000,2200,62,3,1,2.5,8,gas,No,No,2
1256,0.25,23,61000,2310,62,2,1,3,8,gas,No,No,2
1257,0.04,12,25600,1776,62,3,1,2.5,7,gas,No,No,2
1258,0.05,8,32000,1852,62,3,0,2.5,9,electric,No,No,2
1259,0.32,42,144900,1092,62,2,0,2,4,gas,No,No,2
1260,0.11,121,87000,2247,62,4,0,2,8,gas,No,No,2
1261,0.11,19,49800,1311,62,3,0,1.5,8,gas,No,No,1
1262,0.13,4,110200,1392,62,3,0,2.5,4,gas,No,No,2
1263,0.4,33,59000,1116,62,4,0,1.5,8,gas,No,No,1
1264,0.1,115,49500,812,62,2,0,1,4,gas,No,No,1
1265,0.48,27,31700,1872,52,4,1,2.5,8,gas,No,No,1
1266,0.75,8,20500,1248,40,3,0,2,5,electric,No,No,1
1267,0.19,3,97300,1702,52,2,0,2,4,gas,Yes,No,2
1268,0.51,57,13300,1346,52,2,1,1,4,oil,No,No,1
1269,0.63,20,17700,1596,52,3,1,2,6,gas,No,No,2
1270,0.09,57,1000,884,36,3,0,1,7,gas,No,No,1
1271,0.13,137,700,814,36,2,0,1,3,gas,No,No,1
1272,0.19,71,3200,720,36,2,0,1,5,gas,No,No,1
1273,0.57,28,2600,2051,36,3,0,1,5,electric,No,No,1
1274,0.92,11,2600,1590,36,2,1,2,6,oil,No,No,2
1275,0.35,39,1600,1202,36,3,0,1,6,electric,No,No,1
1276,0.86,16,4300,2016,36,3,0,1.5,5,oil,No,No,2
1277,0.8,6,2000,1274,36,3,1,2,6,gas,No,No,2
1278,0.36,40,3600,960,36,3,0,1,5,oil,No,No,1
1279,0.44,47,4000,1056,36,3,0,1,6,gas,No,No,1
1280,0.25,12,5200,1820,36,3,0,3.5,8,oil,No,No,2
1281,0.65,27,16500,2486,62,4,1,2.5,7,gas,No,No,2
1282,0.46,27,13800,1890,62,3,0,2.5,9,gas,No,No,2
1283,0.7,84,4600,1274,36,4,1,1,6,oil,No,No,1
1284,0.55,14,3000,1716,36,4,0,2,6,oil,No,No,2
1285,0.35,22,12000,1336,62,2,1,1.5,4,electric,No,No,1
1286,0.96,45,8700,1392,62,3,0,1,5,gas,No,No,2
1287,0.54,1,20400,2346,62,4,0,2.5,10,gas,No,No,2
1288,0.47,19,14100,1475,62,3,0,1.5,7,gas,No,No,1
1289,0.52,16,5500,1248,27,3,0,2,6,electric,No,No,1
1290,0.15,16,10000,1920,27,4,1,2.5,10,electric,No,Yes,1
1291,0.65,2,4000,2040,27,4,0,2.5,8,oil,No,No,2
1292,1.34,15,75700,2649,21,3,1,3,7,electric,Yes,No,2
1293,0.17,105,4100,1500,64,3,0,1,6,oil,No,No,1
1294,0.53,1,233000,3163,64,4,1,2.5,10,gas,No,Yes,2
1295,0.14,18,19600,1343,64,2,1,1.5,4,gas,No,No,1
1296,0.46,17,36600,1573,64,3,1,2,5,gas,No,No,2
1297,0.09,18,20500,1270,64,3,1,1.5,4,electric,No,No,1
1298,0.41,14,26700,1316,64,3,0,1.5,8,gas,No,No,1
1299,0.48,11,47400,3092,64,4,1,2.5,11,gas,No,No,2
1300,0.44,7,24200,1328,64,3,1,2.5,8,gas,No,No,2
1301,0.42,14,28500,2560,64,4,1,2.5,12,oil,No,No,2
1302,0.12,17,16800,1343,64,2,1,2.5,6,gas,No,No,1
1303,0.46,1,3200,3250,64,4,1,3,12,gas,No,Yes,2
1304,0.35,1,233000,3086,64,3,1,2.5,8,gas,No,Yes,2
1305,0.66,155,25200,1080,64,2,1,1,3,oil,No,No,1
1306,0.13,16,18200,1120,64,2,1,1.5,6,gas,No,No,1
1307,0.46,1,70100,2876,64,5,1,3.5,12,gas,No,No,2
1308,0.01,19,9900,1281,64,2,0,2.5,3,electric,No,No,1
1309,0.62,9,57800,2900,64,4,1,2.5,10,gas,No,No,2
1310,0.08,18,20400,1512,64,2,1,1.5,7,gas,No,No,1
1311,0.58,1,233000,2879,64,4,1,2.5,9,gas,No,Yes,2
1312,0.69,3,43700,2537,64,4,1,2,11,gas,No,No,2
1313,0.35,37,23500,1056,64,3,0,1,4,gas,No,No,1
1314,0.14,16,19600,1296,64,2,1,1.5,6,gas,No,No,1
1315,0.13,18,20900,1512,64,2,1,1.5,3,electric,No,No,1
1316,0.47,27,32000,1338,64,3,1,2,7,oil,No,No,1
1317,0.33,10,35400,2368,64,4,1,2.5,7,gas,No,No,2
1318,0.46,8,25100,1528,64,3,0,2.5,4,gas,No,No,2
1319,0.89,27,30900,1857,64,4,1,2.5,8,gas,No,No,2
1320,0.49,0,233000,3320,64,4,1,2.5,12,gas,No,Yes,2
1321,0.46,14,36600,2227,64,4,1,2.5,10,gas,No,No,2
1322,0.13,6,46500,2742,64,4,1,2.5,11,gas,No,No,2
1323,0.5,9,37800,2988,64,5,1,2.5,11,gas,No,No,2
1324,0.35,17,37000,1656,64,3,1,1.5,8,gas,No,No,1
1325,0.01,9,28400,1760,64,3,1,2.5,5,gas,No,No,2
1326,0.38,39,25000,1702,64,4,1,1.5,8,gas,No,No,2
1327,0.37,38,24500,1682,64,3,1,1.5,4,gas,No,No,2
1328,0.21,17,28800,1180,64,2,1,1.5,4,gas,No,No,1
1329,0.64,3,153800,2885,64,4,1,2.5,10,gas,No,No,2
1330,0.02,20,14900,1281,64,2,0,2.5,3,electric,No,No,1
1331,0.24,18,29500,1596,64,3,1,2,4,gas,No,No,2
1332,0.16,21,15100,1184,40,3,0,2,4,electric,No,No,1
1333,0.46,1,108900,2745,40,4,1,3,8,gas,No,Yes,2
1334,0.46,1,108900,2680,40,4,1,2.5,11,gas,No,Yes,2
1335,0.35,1,108900,2483,40,3,1,2.5,10,gas,No,Yes,2
1336,0.92,19,25000,1188,40,3,0,1,4,oil,No,No,1
1337,0.3,1,108900,2366,40,4,1,3,7,gas,No,Yes,2
1338,0.31,19,27000,1508,40,3,1,1.5,4,gas,No,No,1
1339,1,50,20500,792,40,2,0,1,4,oil,No,No,1
1340,0.44,1,108900,3285,40,4,1,2.5,10,gas,No,No,2
1341,0.15,18,15100,1673,40,2,0,2,5,gas,No,No,1
1342,0.33,7,26000,2000,64,4,0,2.5,7,gas,No,No,2
1343,0.33,18,27000,1561,40,3,1,1.5,4,electric,No,No,2
1344,0.4,1,108900,2828,40,4,1,3,9,gas,No,Yes,2
1345,0.16,18,15100,1592,40,3,0,1.5,8,electric,No,No,1
1346,0.16,18,15100,1184,40,3,0,2,8,electric,No,No,1
1347,0.17,14,10200,1708,40,2,1,2,4,oil,No,No,2
1348,0.17,26,15200,1276,40,2,1,2,6,electric,No,No,1
1349,0.15,20,15100,1184,40,2,0,1.5,3,electric,No,No,1
1350,0.17,21,15800,908,40,2,0,1,5,electric,No,No,1
1351,0.95,15,32800,1612,64,3,1,2,6,gas,No,No,2
1352,0.16,19,15700,912,40,2,1,1.5,3,electric,No,No,1
1353,0.33,17,27000,1508,40,3,1,1.5,6,electric,No,No,2
1354,0.16,18,15100,1492,40,3,0,2.5,6,electric,No,No,1
1355,0.1,25,6000,874,40,3,1,1,5,electric,No,No,2
1356,0.59,33,26400,1573,64,4,1,2.5,6,gas,No,No,2
1357,0.24,115,7200,1227,64,3,1,1,5,gas,No,No,1
1358,0.53,13,31300,2494,64,3,1,2.5,7,gas,No,No,2
1359,0.17,21,15800,912,40,2,0,1.5,7,electric,No,No,1
1360,0.15,20,15700,988,40,2,0,1,7,electric,No,No,1
1361,0.54,1,108900,2762,40,4,1,3,9,gas,No,Yes,2
1362,0.64,33,26500,2625,64,4,1,2.5,10,gas,No,No,2
1363,0.47,28,24600,1222,64,2,0,1,6,electric,No,No,2
1364,0.49,1,108900,3144,40,4,1,2.5,10,gas,No,Yes,2
1365,0.45,16,25000,1173,40,3,1,1,5,gas,No,No,1
1366,0.17,21,15800,908,40,2,0,1,3,electric,No,No,1
1367,0.92,16,32700,2274,64,4,1,2.5,10,gas,No,No,2
1368,0.16,18,15700,908,40,2,0,1,4,gas,No,No,1
1369,0.43,16,25000,1540,40,3,0,1.5,6,gas,No,No,2
1370,0.49,28,24900,1196,64,4,1,2,7,gas,No,No,2
1371,0.45,16,25000,1780,40,3,1,1.5,9,gas,No,No,2
1372,0.34,1,108900,2670,40,4,1,3,8,gas,No,Yes,2
1373,0.34,26,27000,1581,40,3,1,1.5,5,gas,No,No,2
1374,0.15,18,15100,1592,40,3,0,1.5,7,electric,No,No,1
1375,0.37,14,31200,2011,40,4,1,2.5,8,gas,No,No,2
1376,0.27,105,56500,1391,40,2,1,1,4,electric,Yes,No,2
1377,1.08,15,21100,2636,40,4,3,2.5,8,gas,No,No,2
1378,0.31,19,27000,1656,40,3,1,1.5,6,electric,No,No,2
1379,0.04,130,2400,1518,64,3,0,1,8,gas,No,No,1
1380,0.41,84,18200,1182,64,3,1,1.5,8,oil,No,No,1
1381,0.44,9,26000,1836,64,3,0,2.5,8,gas,No,No,2
1382,0.62,14,31600,1529,64,2,1,2,6,gas,No,No,2
1383,0.37,0,108900,2715,40,4,1,3,10,gas,No,Yes,2
1384,0.16,21,15100,1184,40,2,0,1.5,3,electric,No,No,1
1385,0.75,14,3700,1120,36,3,0,1.5,6,oil,No,No,1
1386,0.15,15,2500,1008,36,3,0,1,4,gas,No,No,1
1387,0.37,18,2500,1008,36,3,0,1,7,electric,No,No,1
1388,0.41,57,4800,2077,36,3,1,2,7,oil,No,No,2
1389,1.61,26,4500,1572,36,3,0,1.5,4,electric,No,No,2
1390,0.63,34,5000,1874,36,4,0,1.5,9,oil,No,No,1
1391,0.11,50,1300,768,36,2,0,1,6,gas,No,No,1
1392,0.29,3,3800,1552,36,3,1,2.5,5,gas,No,No,1
1393,1,1,3400,2331,36,4,1,2.5,8,gas,No,No,2
1394,0.36,48,3600,960,36,2,0,1,3,gas,No,No,1
1395,0.36,19,13000,1720,64,3,0,1.5,9,electric,No,No,2
1396,0.34,20,13000,1437,64,3,0,1.5,8,electric,No,No,2
1397,0.34,19,13000,1510,64,3,0,2,8,oil,No,No,1
1398,0.72,21,26000,3021,28,4,1,2.5,11,electric,No,No,2
1399,0.35,12,13000,1960,64,4,0,2.5,8,gas,No,No,2
1400,0.39,11,13000,2112,64,3,1,2.5,10,gas,No,No,2
1401,0.38,0,13000,2917,64,4,1,3,10,gas,No,No,2
1402,0.16,21,15700,912,40,2,1,1.5,4,electric,No,No,1
1403,0.37,1,108900,2244,40,3,1,2.5,10,gas,No,Yes,2
1404,0.15,18,15100,1202,40,2,0,1.5,4,electric,No,No,1
1405,0.34,19,27000,2601,40,4,1,2.5,10,gas,No,No,2
1406,0.81,1,108900,2492,40,3,1,2.5,9,gas,No,Yes,2
1407,0.3,1,108900,2680,40,4,0,2.5,11,gas,No,Yes,2
1408,0.35,1,108900,2271,40,3,1,2.5,6,gas,No,Yes,2
1409,0.33,17,27000,2012,40,3,1,3,6,electric,No,No,2
1410,0.09,13,6700,920,40,3,0,1,8,electric,No,No,1
1411,1.94,5,110000,2111,40,3,1,2,9,gas,No,No,2
1412,0.15,20,15100,1184,40,3,1,2,4,gas,No,No,1
1413,0.32,1,108900,2627,40,4,1,3,10,gas,No,Yes,2
1414,0.39,1,108900,2641,40,4,1,3,9,gas,No,Yes,2
1415,0.51,25,25000,1736,40,3,1,1.5,8,gas,No,No,2
1416,0.31,19,27000,1656,40,3,1,1.5,7,electric,No,No,2
1417,0.15,22,15100,1168,40,3,1,1.5,6,electric,No,No,1
1418,0.15,18,15100,1385,40,2,1,1.5,3,gas,No,No,1
1419,0.18,85,3600,969,64,2,0,1,4,oil,No,No,1
1420,0.32,17,27000,1508,40,3,1,1.5,6,gas,No,No,2
1421,0.14,26,15100,1602,40,2,1,1.5,7,gas,No,No,1
1422,0.17,19,15800,912,40,2,1,1.5,4,electric,No,No,1
1423,0.15,18,15100,1128,40,2,0,1.5,3,electric,No,No,1
1424,0.16,18,15100,1514,40,3,1,1.5,5,electric,No,No,1
1425,0.37,19,27000,1535,40,3,0,2,5,electric,No,No,2
1426,0.45,1,108900,2722,40,4,0,3,9,gas,No,Yes,2
1427,0.44,1,108900,2711,40,4,1,2.5,9,gas,No,Yes,2
1428,0.88,1,108900,3020,40,4,1,3,11,gas,No,Yes,2
1429,0.5,1,108900,2712,40,4,0,2.5,10,gas,No,Yes,2
1430,1,19,21400,2556,64,4,1,2.5,8,electric,No,No,2
1431,0.17,21,15200,1184,40,3,0,2,4,electric,No,No,1
1432,0.16,21,15700,912,40,2,1,1.5,3,gas,No,No,1
1433,0.32,18,27000,2212,40,4,1,2.5,10,gas,No,No,2
1434,0.09,25,15100,1602,40,2,1,1.5,3,gas,No,No,1
1435,0.47,1,108900,3285,40,4,1,3,12,gas,No,Yes,2
1436,0.15,20,15100,1406,40,2,0,1.5,3,electric,No,No,1
1437,0.34,20,27000,1472,40,3,1,2,6,gas,No,No,2
1438,0.17,57,10200,1072,40,2,0,1,6,oil,No,No,1
1439,0.48,15,30000,2504,64,5,1,2.5,10,gas,No,No,2
1440,0.16,18,15100,1184,40,2,0,1.5,3,electric,No,No,1
1441,0.15,20,15700,912,40,2,1,1.5,5,electric,No,No,1
1442,0.54,10,30000,2120,40,3,0,2.5,7,gas,No,No,2
1443,0.53,1,108900,3344,40,4,1,3.5,11,gas,No,Yes,2
1444,0.4,25,27000,2243,40,3,1,2.5,6,electric,No,No,2
1445,0.16,21,15700,908,40,2,0,1,3,electric,No,No,1
1446,0.55,1,108900,2714,40,4,0,3,12,gas,No,Yes,2
1447,0.33,18,27000,1360,40,3,1,1.5,8,electric,No,No,2
1448,0.47,27,24600,1719,64,3,1,1.5,5,electric,No,No,2
1449,0.48,28,24800,1404,64,3,1,1.5,6,electric,No,No,1
1450,0.56,0,108900,2134,40,4,1,2.5,9,gas,No,Yes,2
1451,0.17,20,15800,912,40,2,0,1.5,6,electric,No,No,1
1452,0.34,9,30000,1423,40,3,1,1.5,8,electric,No,No,2
1453,0.33,10,30000,2044,40,3,0,2,5,gas,No,No,2
1454,0.85,28,3900,896,36,2,0,1,4,oil,No,No,1
1455,0.37,55,4600,1380,36,3,1,1.5,6,oil,No,No,1
1456,0.34,41,3500,960,36,3,0,1,7,gas,No,No,1
1457,0.14,44,2400,840,36,2,0,1,4,gas,No,No,1
1458,0.54,35,5700,1820,36,4,0,1.5,8,gas,No,No,1
1459,0.92,19,5000,2144,36,3,1,2.5,8,oil,No,No,2
1460,0.1,17,5100,1610,36,3,0,2,8,gas,No,No,2
1461,0.75,6,1700,1752,36,3,0,2.5,7,gas,No,No,2
1462,0.38,36,3300,1729,36,4,1,1.5,8,gas,No,No,1
1463,0.59,37,4400,1056,36,3,0,1,6,gas,No,No,1
1464,0.42,21,12250,1292,64,3,0,1.5,6,electric,No,No,1
1465,0.41,35,7200,832,64,3,0,1,8,oil,No,No,1
1466,0.36,0,13000,2256,64,4,1,2.5,8,gas,No,Yes,2
1467,0.48,20,10000,1274,64,3,1,2,4,electric,No,No,2
1468,0.52,18,13000,1608,64,3,0,2.5,4,electric,No,No,2
1469,0.36,13,13000,1868,64,3,1,2.5,9,gas,No,No,2
1470,0.35,21,36500,1554,64,3,0,1,4,electric,No,No,1
1471,0.56,34,30800,3604,64,6,1,3.5,12,gas,No,No,2
1472,0.49,41,28600,1887,64,4,1,2.5,8,gas,No,No,2
1473,2,52,84000,1326,64,3,0,1,7,oil,No,No,2
1474,0.49,30,28600,1876,64,3,1,2.5,6,gas,No,No,2
1475,0.4,34,30000,1672,64,3,1,0,5,gas,No,No,1
1476,0.57,35,34900,2064,64,4,1,2.5,6,gas,No,No,1
1477,0.21,19,19100,1138,64,2,1,1,4,electric,No,No,1
1478,1,19,36000,1814,64,3,1,1.5,7,gas,No,No,2
1479,0.32,28,35000,2380,64,4,1,1.5,10,electric,No,No,2
1480,0.2,24,14000,976,64,2,0,2,3,electric,No,No,1
1481,1,21,116300,2886,64,4,2,2.5,9,gas,No,No,2
1482,0.55,8,19300,2483,64,4,1,2.5,10,gas,No,No,2
1483,0.45,35,32300,1846,64,3,1,1.5,6,gas,No,No,2
1484,0.49,17,36900,2592,64,4,1,2.5,12,gas,No,No,2
1485,0.63,21,39100,1792,64,3,0,1.5,9,electric,No,No,2
1486,0.47,35,27800,2588,64,4,1,2.5,10,gas,No,No,2
1487,0.81,53,21600,1210,64,3,0,1,7,gas,No,No,1
1488,0.09,26,17600,1290,64,2,1,1.5,3,gas,No,No,1
1489,0.79,11,86900,2444,75,4,1,3,11,gas,No,No,2
1490,0.46,34,27400,2376,64,4,2,2.5,9,gas,No,No,2
1491,0.09,20,17600,1480,64,3,0,1.5,4,gas,No,No,1
1492,0.08,22,17200,1375,64,2,0,1.5,4,gas,No,No,1
1493,0.44,40,26600,2676,64,4,1,2.5,11,gas,No,No,2
1494,0.3,32,24500,1778,64,3,1,1.5,6,gas,No,No,2
1495,0.6,28,28800,2570,64,5,1,2.5,12,gas,No,No,2
1496,0.57,9,34900,1272,64,2,0,1.5,6,gas,No,No,2
1497,0.29,30,23900,1852,64,3,1,1.5,6,gas,No,No,2
1498,0.61,10,34700,2298,64,4,1,2.5,9,gas,No,No,2
1499,0.5,7,17500,2259,64,4,1,2.5,9,gas,No,No,2
1500,0.59,38,31700,2426,64,4,1,2.5,7,gas,No,No,2
1501,0.14,20,18400,1480,64,3,1,1.5,5,gas,No,No,1
1502,0.17,20,18700,1244,64,2,0,2,6,gas,No,No,1
1503,0.17,22,18700,1479,64,3,0,1.5,4,gas,No,No,1
1504,0.7,15,40000,2358,64,4,0,2.5,7,gas,No,No,2
1505,0.46,33,32700,1453,64,4,1,2,9,gas,No,No,2
1506,0.35,40,27800,2080,64,4,1,1.5,10,gas,No,No,1
1507,6.15,64,73500,1960,64,3,1,1.5,9,oil,No,No,1
1508,0.44,3,13200,2600,64,4,1,2.5,10,gas,No,No,2
1509,0.85,18,40800,1897,64,4,1,2.5,7,gas,No,No,2
1510,0.47,37,27800,1872,64,4,1,2.5,9,gas,No,No,2
1511,0.06,27,16400,1260,64,2,1,1.5,6,gas,No,No,1
1512,0.21,21,14700,1228,64,3,1,1.5,5,gas,No,No,1
1513,0.5,35,34500,1956,64,4,0,2,7,gas,No,No,2
1514,0.05,19,16000,1480,64,3,0,2.5,6,gas,No,No,1
1515,0.35,42,27800,1793,64,4,1,1.5,9,gas,No,No,2
1516,0.73,34,35700,2078,64,4,1,1.5,6,gas,No,No,2
1517,0.69,26,27900,1666,64,3,1,1.5,4,gas,No,No,2
1518,0.46,21,27400,2378,64,3,1,2.5,9,gas,No,No,2
1519,0.06,27,16400,1452,64,3,1,1.5,5,gas,No,No,1
1520,0.28,22,32000,1792,64,3,1,1.5,5,electric,No,No,2
1521,0.92,16,35900,2290,75,4,1,2,7,oil,No,No,2
1522,0.17,1,116700,3511,64,4,1,2.5,12,gas,No,No,2
1523,0.41,39,30500,1922,64,4,0,1.5,9,gas,No,No,2
1524,0.5,20,29000,2263,64,4,1,2.5,11,gas,No,No,2
1525,0.41,35,30500,1672,64,4,0,1.5,6,gas,No,No,1
1526,0.26,30,21900,1902,64,3,1,1.5,5,gas,No,No,2
1527,0.06,20,16400,1479,64,2,1,1.5,7,gas,No,No,1
1528,0.12,20,18200,1314,64,2,1,1.5,5,electric,No,No,1
1529,0.17,18,18700,1302,64,2,0,1.5,4,electric,No,No,1
1530,0.67,40,34100,2310,64,5,1,2.5,10,gas,No,No,2
1531,0.66,9,75800,2880,64,4,1,2.5,11,gas,No,No,2
1532,5.65,53,69400,1948,64,2,1,1.5,5,oil,No,No,2
1533,0.67,16,39600,1613,64,3,1,1.5,8,gas,No,No,2
1534,0.7,16,35000,2803,64,4,1,3,10,gas,No,No,2
1535,0.07,20,16800,1479,64,3,1,1.5,4,electric,No,No,1
1536,0.48,27,62000,2147,64,4,1,2.5,10,gas,No,No,2
1537,0.06,20,16400,1314,64,2,1,1.5,4,electric,No,No,1
1538,0.43,7,39000,2330,64,4,1,2.5,7,gas,No,No,2
1539,0.93,13,38300,1352,64,3,0,1,8,gas,No,No,1
1540,0.08,34,37300,2276,64,5,1,2.5,10,gas,No,No,2
1541,0.5,18,63500,2162,64,4,1,2.5,9,gas,No,No,2
1542,0.49,19,62800,2091,64,4,1,2.5,8,gas,No,No,2
1543,0.65,37,33500,2564,64,4,1,2.5,8,gas,No,No,2
1544,0.31,33,25100,2050,64,4,0,1.5,9,gas,No,No,2
1545,0.76,38,35300,1768,64,3,0,2,5,gas,No,No,2
1546,0.46,18,60500,2497,64,3,1,2.5,9,gas,No,No,2
1547,0.07,26,16800,1290,64,2,1,1.5,7,gas,No,No,1
1548,0.4,149,28000,1776,64,3,0,2,8,oil,No,No,1
1549,0.07,21,16800,1480,64,3,0,1.5,6,electric,No,No,1
1550,0.41,21,25400,1910,64,4,0,2.5,6,gas,No,No,2
1551,4.2,29,70500,2828,64,3,1,2.5,10,electric,No,No,2
1552,0.46,3,16100,2535,64,4,1,2.5,10,gas,No,No,2
1553,0.46,36,27400,2576,64,4,1,2.5,12,gas,No,No,2
1554,0.4,21,28000,1500,64,3,0,1.5,7,gas,No,No,2
1555,0.14,20,18400,1480,64,3,0,1.5,8,electric,No,No,1
1556,0.57,16,68800,2250,64,3,1,2.5,8,gas,No,No,2
1557,0.47,19,36600,1831,64,3,1,2,5,gas,No,No,2
1558,0.49,19,62800,2214,64,4,1,2.5,10,gas,No,No,2
1559,0.46,31,32700,1846,64,3,0,1.5,7,gas,No,No,2
1560,0.05,19,16000,1302,64,2,0,1.5,6,gas,No,No,1
1561,0.55,33,50300,2212,64,4,1,2.5,9,gas,No,No,2
1562,0.34,40,39000,1783,64,4,1,2.5,10,gas,No,No,2
1563,0.1,21,18000,1480,64,2,1,1.5,7,electric,No,No,1
1564,0.15,37,38800,1794,64,3,0,2,6,oil,No,No,2
1565,0.3,32,24500,1918,64,4,1,1.5,6,gas,No,No,2
1566,0.07,21,16800,1480,64,3,1,1.5,8,gas,No,No,1
1567,0.45,35,32300,1756,64,4,1,1.5,7,gas,No,No,2
1568,0.91,17,77200,2499,64,4,1,3,7,gas,No,No,2
1569,0.56,34,30800,2310,64,5,1,3,8,gas,No,No,2
1570,0.56,0,37900,2950,64,4,1,2.5,12,gas,No,No,2
1571,0.6,20,71000,2702,64,4,3,2.5,10,gas,No,No,2
1572,0.3,15,34000,2288,64,3,1,2.5,8,gas,No,No,2
1573,0.42,35,30900,1838,64,4,0,1.5,7,gas,No,No,2
1574,0.42,27,25800,2310,64,4,1,2.5,10,gas,No,No,2
1575,0.33,85,24600,1152,52,3,0,1,6,electric,No,No,1
1576,0.34,22,22600,1577,64,3,0,2,8,gas,No,No,2
1577,0.54,19,30200,2175,64,4,1,2.5,10,gas,No,No,2
1578,0.29,23,19500,1375,64,2,0,1.5,4,gas,No,No,1
1579,0.37,27,23800,1616,64,3,1,3,8,gas,No,No,2
1580,0.54,38,34700,1954,64,4,1,2,10,gas,No,No,2
1581,0.61,34,32300,2728,64,4,1,2.5,10,gas,No,No,2
1582,0.64,35,33200,2553,64,4,1,2.5,9,gas,No,No,2
1583,0.34,3,11900,1963,64,4,1,2.5,8,gas,No,No,2
1584,0.45,43,27000,2564,64,4,1,2.5,11,gas,No,No,2
1585,0.33,19,35500,1792,64,3,1,1.5,7,gas,No,No,2
1586,0.35,40,27800,1663,64,3,1,1,8,gas,No,No,2
1587,0.49,6,17200,2070,64,4,1,2.5,6,gas,No,No,2
1588,0.46,26,48000,2588,64,4,1,2.5,12,oil,No,No,2
1589,0.54,35,30200,2276,64,5,1,2.5,9,gas,No,No,2
1590,0.48,45,28200,1732,64,4,0,2,7,gas,No,No,2
1591,0.63,39,32900,2310,64,5,1,2.5,9,gas,No,No,2
1592,0.63,38,22100,1742,52,4,1,1,10,gas,No,No,1
1593,0.41,36,25400,2802,64,4,1,2.5,8,gas,No,No,2
1594,0.46,16,36400,1902,64,4,1,2.5,6,gas,No,No,2
1595,0.46,22,48000,2030,64,4,1,2.5,10,gas,No,No,2
1596,0.57,59,29900,1498,75,2,1,1,7,gas,No,No,1
1597,0.55,20,67300,2116,64,3,1,2.5,10,gas,No,No,2
1598,0.83,37,35700,2108,64,4,1,2.5,10,gas,No,No,1
1599,0.06,16,1600,1480,40,2,1,2.5,4,gas,No,No,1
1600,0.21,1,32000,2427,40,3,0,2.5,9,gas,No,Yes,2
1601,0.31,12,10400,1348,40,2,0,2,5,gas,No,No,1
1602,0.25,13,9000,1391,40,3,0,2,8,gas,No,No,2
1603,1.4,2,74800,3422,62,4,1,4,12,gas,No,Yes,2
1604,0.51,1,74800,2686,62,4,1,3,10,gas,No,Yes,2
1605,0.15,14,5400,1034,40,2,0,1.5,3,gas,No,No,1
1606,0.29,14,9700,1072,40,2,0,1,7,gas,No,No,1
1607,0.25,12,15200,1512,40,3,0,2,8,gas,No,No,2
1608,5,17,24100,1008,40,2,0,1,5,electric,No,No,2
1609,0.06,17,1600,1480,40,3,1,1.5,5,gas,No,No,1
1610,0.51,34,16600,912,40,3,0,1,4,gas,No,No,1
